id,user_id,title,user_summary,ai_summary,photos,created_at,updated_at
6ea82fe9-09a6-4c79-8e00-ec9483f81687,20d2d5c4-1015-472b-aa75-7a2c954ccc09,August,I went to a coldplay concert!! Baby abby is so cutee,,[],2025-08-31 06:56:02.857527+00,2025-08-31 06:56:02.857527+00
6ece8a40-4e40-4835-ab62-d85243e7ae4e,20d2d5c4-1015-472b-aa75-7a2c954ccc09,August,I went to a coldplay concertt!! Also baby abby is sooo cuteee,,[],2025-09-01 23:56:00.441586+00,2025-09-01 23:56:00.441586+00
72b21c79-6229-413e-9812-e425f616cb6b,20d2d5c4-1015-472b-aa75-7a2c954ccc09,Test,"Test
- Lunch Run (Run): 8.0 km in 45 min on 11/18/2025.","Lunch run: 8.0 km in 45 minutes (11/18/2025). Great midday reset — feeling strong and energized! 🏃

#LunchRun #8K #MiddayReset #KeepGoing",[],2025-11-18 21:05:31.406744+00,2025-11-18 21:05:43.338953+00
7e135fe6-07ed-4bd3-99bd-ef2dfc6940e6,20d2d5c4-1015-472b-aa75-7a2c954ccc09,Auu,s,,[],2025-09-02 00:37:53.058922+00,2025-09-02 00:37:53.058922+00
7e8672bd-8689-470f-8b77-173b459ecfea,20d2d5c4-1015-472b-aa75-7a2c954ccc09,Test,- Lunch Run (Run): 8.0 km in 45 min on 11/18/2025.,"Lunchtime reset: 8.0 km in 45 minutes today (11/18/2025) — steady effort, felt strong and energized 🏃 Avg pace ~5:37/km.

#LunchRun #8K #MiddayWorkout #RunHappy",[],2025-11-18 21:07:34.801037+00,2025-11-18 21:07:48.446975+00
7f8add08-6d00-4d4b-985f-b012f89a0620,b9bdc868-ba41-4cc0-8bb9-ff93a74499e4,Sept 2025,what is the meaning of life,This is a placeholder summary.,[],2025-10-03 02:50:15.10369+00,2025-10-03 02:50:15.470625+00
829bfb00-008d-41ae-a43f-2385ae370ed8,20d2d5c4-1015-472b-aa75-7a2c954ccc09,Augus,Coldplay concert! Baby abbyyy,,[],2025-08-31 06:58:03.050396+00,2025-08-31 06:58:03.050396+00
830b7557-2818-4059-b09e-30d61e903af1,20d2d5c4-1015-472b-aa75-7a2c954ccc09,October,carved pumpkinsss,,[],2025-11-06 20:48:06.911181+00,2025-11-06 20:48:06.911181+00
8418d309-6079-4604-a8ed-7ab42522afba,20d2d5c4-1015-472b-aa75-7a2c954ccc09,Test,- Lunch Run (Run): 8.0 km in 45 min on 11/18/2025. Also weather dreary in seattle,"Lunch run in dreary Seattle today — 8.0 km in 45 minutes (about 5:38/km) ☔️. Glad I squeezed in a midday reset despite the gray skies. Small, steady steps like this keep the momentum going. Ready for the next one.

#LunchRun #Seattle #Running #Fitness #MiddayReset",[],2025-11-18 21:12:21.889114+00,2025-11-18 21:12:30.73008+00
84405200-0d38-4ae6-b52e-a637f5890dfd,20d2d5c4-1015-472b-aa75-7a2c954ccc09,August,I went to a coldplay concert!! Also Abby's glasses look so funky hahahaa,"Coldplay last night was unreal — still buzzing from the music and lights. Also, Abby’s glasses were delightfully funky and kept making me laugh 😄

#Coldplay #ConcertVibes #FunkyGlasses #GoodTimes","[""https://bvdxvgvughylnzfagnns.supabase.co/storage/v1/object/public/life-updates-images/updates/84405200-0d38-4ae6-b52e-a637f5890dfd/1D4A7B23-4D22-48F5-B786-852F108D4D0E.JPG?""]",2025-09-02 00:02:41.680641+00,2025-09-02 00:03:00.158752+00
8a3e7122-a33e-4a7e-b81b-bf7a961a9310,b9bdc868-ba41-4cc0-8bb9-ff93a74499e4,Summer 2025 Things,"Over this summer, I focused a lot of rediscovering my interests such as cooking/baking (learned to make sushi and pork daikon pastry, as well as some really good noodle soup). I visited northeastern US (only Boston though) for the first time. Finally, I went to the art museum a few times and also saw some stunning fireworks on July 4th.",,[],2025-09-04 00:03:57.873435+00,2025-09-04 00:03:57.873435+00
93c7ac37-de0a-43cb-be66-0e5d8e54369d,20d2d5c4-1015-472b-aa75-7a2c954ccc09,We,Sdr,,[],2025-11-06 20:55:52.11432+00,2025-11-06 20:55:52.11432+00
9693b76d-b905-4f6f-b82b-54d404c8f7c8,20d2d5c4-1015-472b-aa75-7a2c954ccc09,November,Im in Seattle this month while Karen is in China!!,"In Seattle for the month while Karen’s in China — exploring the city, staying connected, and counting down to our reunion. ✈️

#Seattle #China #LongDistance #Exploring",[],2025-11-18 20:13:46.031963+00,2025-11-18 20:13:55.60232+00
9700f771-c31a-4bdd-81d2-56c609ee8e18,b9bdc868-ba41-4cc0-8bb9-ff93a74499e4,Summer 2025 Adventures,"Over this summer, I focused a lot of rediscovering my interests such as cooking/baking (learned to make sushi and pork daikon pastry, as well as some really good noodle soup). I visited northeastern US (only Boston though) for the first time. Finally, I went to the art museum a few times and also saw some stunning fireworks on July 4th.",,[],2025-09-03 02:06:07.934011+00,2025-09-03 02:06:07.934011+00
99c7ad45-8632-48a2-97f3-f36fd45ec9d3,20d2d5c4-1015-472b-aa75-7a2c954ccc09,November,"- Top track: ""Sin Money"" by Harsh Verma (Sin Money).

Seattle making memories","Seattle is making memories — soundtrack on repeat: ""Sin Money"" by Harsh Verma 🎧; loving the city explorations and staying active with runs and walks. 

#Seattle #NowPlaying #SinMoney #MakingMemories #ActiveLife",[],2025-11-19 00:12:10.706398+00,2025-11-19 00:12:28.574434+00
a2bc42bd-f9bd-4b48-88bf-7b9235f43a99,20d2d5c4-1015-472b-aa75-7a2c954ccc09,August,I went to a coldplay concert!! Baby abby is sooo cuteee,,[],2025-08-31 06:55:25.434112+00,2025-08-31 06:55:25.434112+00
a771b08a-19d0-4647-9714-5c3743ed883f,b9bdc868-ba41-4cc0-8bb9-ff93a74499e4,test,just testing this,This is a placeholder summary.,[],2025-09-09 01:56:42.138676+00,2025-09-09 01:56:42.579432+00
ae722122-b52e-42b2-8c71-b835fb624cc9,20d2d5c4-1015-472b-aa75-7a2c954ccc09,Test,- Lunch Run (Run): 8.0 km in 45 min on 11/18/2025.,"Lunch run done — 8.0 km in 45 minutes (11/18/2025). Midday boost and feeling energized for the afternoon! 🏃

#LunchRun #8K #MiddayMiles #RunStrong",[],2025-11-18 21:09:19.782325+00,2025-11-18 21:09:29.521233+00
c555c873-cd75-4834-8eaf-55db4ab92e48,b9bdc868-ba41-4cc0-8bb9-ff93a74499e4,Summer 2025 Adventures,"Over this summer, I focused a lot of rediscovering my interests such as cooking/baking (learned to make sushi and pork daikon pastry, as well as some really good noodle soup). I visited northeastern US (only Boston though) for the first time. Finally, I went to the art museum a few times and also saw some stunning fireworks on July 4th.",,[],2025-09-03 03:11:10.762132+00,2025-09-03 03:11:10.762132+00
cf763e1e-0b3c-49ab-aeda-715191564c40,b9bdc868-ba41-4cc0-8bb9-ff93a74499e4,test,hi,,[],2025-09-07 01:35:43.488675+00,2025-09-07 01:35:43.488675+00
d461289c-7416-498e-ac80-760e36b5924f,20d2d5c4-1015-472b-aa75-7a2c954ccc09,November,"- Top track: ""By My Side"" by AP Dhillon, Shinda Kahlon (By My Side).

Making memories in seattle","""By My Side"" by AP Dhillon & Shinda Kahlon is on repeat as I make memories in Seattle—soaking up the city, chasing little adventures, and feeling grateful for every moment. 🎧

#Seattle #ByMySide #MakingMemories #CityAdventures #TravelVibes",[],2025-11-19 00:15:36.65859+00,2025-11-19 00:15:46.886074+00
dbb2c748-74e2-4c72-b063-ea9d053dfd25,b9bdc868-ba41-4cc0-8bb9-ff93a74499e4,Nov 2025 Musics,"- Top artist: Silence Wang • Genres: c-pop, mandopop.
- Top track: ""瑪格莉塔 Margarita"" by 莫宰羊, Tyson Yoshi, Patrick Brasca, 婁峻碩, Juice Boy (瑪格莉塔 Margarita).
- Top track: ""又是雨天"" by 徐子未 (匿迹生长).
- Recently played: ""古怪 - Live"" by Silence Wang on 11/19/2025, 6:32:55 PM.
- Recently played: ""相遇的季节"" by en on 11/18/2025, 4:03:17 AM.","Looping c-pop/mandopop lately — Silence Wang is my top artist, and my standout tracks are ""瑪格莉塔 Margarita"" (莫宰羊, Tyson Yoshi, Patrick Brasca, 婁峻碩, Juice Boy) and ""又是雨天"" by 徐子未. Just played Silence Wang’s ""古怪 - Live"" on 11/19/2025 at 6:32 PM and ""相遇的季節"" on 11/18/2025 at 4:03 AM — feeling inspired to keep the good vibes going 🎧

#cPop #Mandopop #NowPlaying #SilenceWang",[],2025-11-20 00:50:32.093818+00,2025-11-20 00:50:48.069134+00
e063145b-2632-4520-915f-f2ce3214a6b3,20d2d5c4-1015-472b-aa75-7a2c954ccc09,November,"- Top track: ""Midnight Call"" by Harkirat Sangha, Starboy X (Interstellar).

making memories in seattle","Making memories in Seattle with ""Midnight Call"" by Harkirat Sangha & Starboy X (Interstellar) on repeat — exploring the city and savoring every moment 🎧

#Seattle #NowPlaying #MakingMemories #GoodVibes",[],2025-11-19 00:17:04.011113+00,2025-11-19 00:17:13.227748+00
e1b17001-a4ed-41a8-916d-965f22439ab3,20d2d5c4-1015-472b-aa75-7a2c954ccc09,August,"I went to a weeknd concert! Also, Abby's glasses hahahaha","Just got back from The Weeknd — what a night! Took a mirror selfie afterward and couldn’t stop laughing about those glasses. 😄

#TheWeeknd #ConcertNight #GoodVibes #NewGlasses","[""https://bvdxvgvughylnzfagnns.supabase.co/storage/v1/object/public/life-updates-images/updates/e1b17001-a4ed-41a8-916d-965f22439ab3/1D4A7B23-4D22-48F5-B786-852F108D4D0E.JPG?""]",2025-09-02 00:19:14.584967+00,2025-09-02 00:19:27.283211+00
e77b1ba4-4985-4556-9a0b-b6ad16082a09,20d2d5c4-1015-472b-aa75-7a2c954ccc09,October,Karen's off to China! Here are some pumpkins my friends and I carved,,[],2025-11-06 20:38:16.950139+00,2025-11-06 20:38:16.950139+00
ea973e25-ac4e-443d-9da9-f9d4a5c13dd2,b9bdc868-ba41-4cc0-8bb9-ff93a74499e4,Summer 2025 Updates,"Over this summer, I focused a lot of rediscovering my interests such as cooking/baking (learned to make sushi and pork daikon pastry, as well as some really good noodle soup). I visited northeastern US (only Boston though) for the first time. Finally, I went to the art museum a few times and also saw some stunning fireworks on July 4th.","This summer I reconnected with hobbies — cooking and baking (inari-style sushi, pork‑daikon pastries, and a cozy noodle soup), tried some clay sculpting and plant care, took my first trip to Boston, spent afternoons at the art museum, and ended it with stunning July 4th fireworks 🎆

#SummerRediscovery #HomeCooking #MuseumDays #BostonTrip","[""https://bvdxvgvughylnzfagnns.supabase.co/storage/v1/object/public/life-updates-images/updates/ea973e25-ac4e-443d-9da9-f9d4a5c13dd2/IMG_0431.jpg?"",""https://bvdxvgvughylnzfagnns.supabase.co/storage/v1/object/public/life-updates-images/updates/ea973e25-ac4e-443d-9da9-f9d4a5c13dd2/IMG_0551.jpg?"",""https://bvdxvgvughylnzfagnns.supabase.co/storage/v1/object/public/life-updates-images/updates/ea973e25-ac4e-443d-9da9-f9d4a5c13dd2/IMG_0573.jpg?"",""https://bvdxvgvughylnzfagnns.supabase.co/storage/v1/object/public/life-updates-images/updates/ea973e25-ac4e-443d-9da9-f9d4a5c13dd2/IMG_9025.jpg?""]",2025-09-04 00:05:09.260438+00,2025-09-04 00:05:30.955626+00
f85115e2-ca03-4dc3-ae4a-bf42ccc1288b,20d2d5c4-1015-472b-aa75-7a2c954ccc09,g,f,,[],2025-09-02 03:01:33.804842+00,2025-09-02 03:01:33.804842+00
